Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,
LAL,LAL vs. IND,01/04/2015,W,48,88,27,71,38.0,6,18,33.3,28,30,93.3,5,32,37,14,11,8,3,20,1,
NYK,NYK vs. MIL,01/04/2015,L,48,82,31,76,40.8,9,25,36.0,11,14,78.6,7,29,36,23,18,8,2,20,-13,
IND,IND @ LAL,01/04/2015,L,48,87,33,90,36.7,8,28,28.6,13,18,72.2,16,34,50,21,16,5,2,21,-1,
SAC,SAC @ DET,01/04/2015,L,48,95,32,75,42.7,3,15,20.0,28,36,77.8,5,36,41,18,16,9,4,15,-19,
SAS,SAS vs. WAS,01/03/2015,W,48,101,43,78,55.1,4,16,25.0,11,18,61.1,9,29,38,27,11,4,5,16,9,
HOU,HOU vs. MIA,01/03/2015,W,48,115,41,83,49.4,13,31,41.9,20,28,71.4,17,31,48,21,16,13,1,18,36,
LAC,LAC vs. PHI,01/03/2015,W,48,127,46,85,54.1,15,37,40.5,20,26,76.9,9,34,43,33,9,13,3,19,36,
MIA,MIA @ HOU,01/03/2015,L,48,79,30,68,44.1,4,17,23.5,15,25,60.0,8,25,33,20,21,6,3,18,-36,
ATL,ATL @ POR,01/03/2015,W,48,115,43,84,51.2,6,17,35.3,23,31,74.2,10,36,46,17,14,9,5,15,8,
UTA,UTA @ MIN,01/03/2015,W,48,101,38,75,50.7,11,20,55.0,14,21,66.7,11,36,47,23,14,6,10,16,12,
BOS,BOS @ CHI,01/03/2015,L,53,104,45,100,45.0,5,17,29.4,9,11,81.8,10,35,45,26,22,9,6,28,-5,
MEM,MEM @ DEN,01/03/2015,L,48,85,37,86,43.0,2,14,14.3,9,13,69.2,8,29,37,20,13,6,8,20,-29,
MIN,MIN vs. UTA,01/03/2015,L,48,89,34,86,39.5,6,19,31.6,15,18,83.3,14,23,37,17,8,8,5,15,-12,
WAS,WAS @ SAS,01/03/2015,L,48,92,40,82,48.8,4,14,28.6,8,13,61.5,9,22,31,23,9,6,6,18,-9,
ORL,ORL vs. CHA,01/03/2015,L,48,90,33,87,37.9,4,19,21.1,20,21,95.2,12,32,44,18,7,9,3,24,-8,
PHI,PHI @ LAC,01/03/2015,L,48,91,32,79,40.5,9,25,36.0,18,26,69.2,15,30,45,17,21,7,1,19,-36,
CHA,CHA @ ORL,01/03/2015,W,48,98,35,78,44.9,4,16,25.0,24,32,75.0,16,37,53,16,14,4,4,15,8,
POR,POR vs. ATL,01/03/2015,L,48,107,42,93,45.2,13,33,39.4,10,12,83.3,11,33,44,24,18,6,7,23,-8,
DEN,DEN vs. MEM,01/03/2015,W,48,114,41,79,51.9,7,15,46.7,25,31,80.6,8,40,48,21,13,6,8,14,29,
CHI,CHI vs. BOS,01/03/2015,W,53,109,37,100,37.0,6,28,21.4,29,40,72.5,24,35,59,19,18,10,9,14,5,
ORL,ORL vs. BKN,01/02/2015,L,48,98,37,88,42.0,11,22,50.0,13,20,65.0,8,29,37,22,11,13,3,18,-2,
MEM,MEM @ LAL,01/02/2015,W,48,109,41,84,48.8,6,14,42.9,21,31,67.7,13,33,46,27,12,7,4,15,3,
ATL,ATL @ UTA,01/02/2015,W,48,98,33,81,40.7,6,23,26.1,26,30,86.7,11,36,47,24,11,9,3,17,6,
BKN,BKN @ ORL,01/02/2015,W,48,100,41,72,56.9,7,20,35.0,11,18,61.1,4,41,45,26,22,7,5,16,2,
NOP,NOP vs. HOU,01/02/2015,W,48,111,44,83,53.0,7,15,46.7,16,20,80.0,12,37,49,24,19,12,8,13,28,
UTA,UTA vs. ATL,01/02/2015,L,48,92,32,86,37.2,10,31,32.3,18,24,75.0,17,30,47,18,14,6,9,18,-6,
BOS,BOS vs. DAL,01/02/2015,L,48,101,38,89,42.7,12,34,35.3,13,19,68.4,9,29,38,22,14,6,2,21,-18,
HOU,HOU @ NOP,01/02/2015,L,48,83,35,88,39.8,6,29,20.7,7,11,63.6,13,25,38,22,19,13,3,22,-28,
NYK,NYK vs. DET,01/02/2015,L,48,81,32,91,35.2,10,24,41.7,7,14,50.0,17,30,47,18,14,13,4,15,-16,
IND,IND @ MIL,01/02/2015,W,48,94,35,81,43.2,8,20,40.0,16,20,80.0,10,35,45,24,15,7,3,12,3,
PHI,PHI @ PHX,01/02/2015,L,48,96,37,87,42.5,7,26,26.9,15,25,60.0,16,25,41,20,16,12,7,15,-16,
CLE,CLE @ CHA,01/02/2015,W,48,91,33,87,37.9,4,15,26.7,21,30,70.0,13,33,46,16,7,8,5,23,4,
LAL,LAL vs. MEM,01/02/2015,L,48,106,43,81,53.1,6,19,31.6,14,19,73.7,5,33,38,24,14,10,8,28,-3,
GSW,GSW vs. TOR,01/02/2015,W,48,126,49,92,53.3,12,28,42.9,16,20,80.0,14,31,45,35,9,8,8,18,21,
PHX,PHX vs. PHI,01/02/2015,W,48,112,42,84,50.0,14,32,43.8,14,16,87.5,13,35,48,24,19,9,12,24,16,
WAS,WAS @ OKC,01/02/2015,L,48,102,39,84,46.4,11,21,52.4,13,15,86.7,8,31,39,27,15,3,1,19,-7,
OKC,OKC vs. WAS,01/02/2015,W,48,109,44,83,53.0,8,19,42.1,13,19,68.4,6,32,38,21,10,8,4,20,7,
DAL,DAL @ BOS,01/02/2015,W,48,119,45,96,46.9,13,27,48.1,16,17,94.1,16,36,52,24,12,8,1,21,18,
CHA,CHA vs. CLE,01/02/2015,L,48,87,32,87,36.8,6,28,21.4,17,26,65.4,15,35,50,20,15,5,6,24,-4,
MIL,MIL vs. IND,01/02/2015,L,48,91,38,89,42.7,7,24,29.2,8,10,80.0,10,33,43,28,13,10,7,18,-3,
DET,DET @ NYK,01/02/2015,W,48,97,38,76,50.0,13,33,39.4,8,14,57.1,9,40,49,24,17,10,3,16,16,
TOR,TOR @ GSW,01/02/2015,L,48,105,40,86,46.5,10,25,40.0,15,20,75.0,11,26,37,23,17,7,1,16,-21,
MIN,MIN vs. SAC,01/01/2015,L,48,107,42,91,46.2,7,24,29.2,16,22,72.7,15,23,38,22,14,12,6,24,-3,
SAC,SAC @ MIN,01/01/2015,W,48,110,40,74,54.1,5,12,41.7,25,29,86.2,10,32,42,23,20,7,7,26,3,
CHI,CHI vs. DEN,01/01/2015,W,48,106,38,91,41.8,8,15,53.3,22,25,88.0,13,33,46,22,7,7,18,19,5,
DEN,DEN @ CHI,01/01/2015,L,48,101,37,92,40.2,5,14,35.7,22,27,81.5,17,40,57,19,13,4,7,27,-5,
MIA,MIA @ IND,12/31/2014,L,48,95,38,77,49.4,5,16,31.3,14,18,77.8,8,28,36,20,12,5,8,24,-11,
NYK,NYK @ LAC,12/31/2014,L,48,78,32,84,38.1,4,17,23.5,10,15,66.7,7,33,40,24,8,6,2,19,-21,
HOU,HOU vs. CHA,12/31/2014,W,48,102,38,88,43.2,17,43,39.5,9,14,64.3,10,31,41,22,15,10,7,25,19,
CLE,CLE vs. MIL,12/31/2014,L,48,80,29,85,34.1,8,31,25.8,14,16,87.5,13,36,49,19,13,5,5,16,-16,
CHA,CHA @ HOU,12/31/2014,L,48,83,29,76,38.2,3,18,16.7,22,26,84.6,7,34,41,15,18,6,9,17,-19,
PHX,PHX @ OKC,12/31/2014,L,53,134,46,90,51.1,13,27,48.1,29,35,82.9,7,32,39,17,14,7,3,35,-3,
IND,IND vs. MIA,12/31/2014,W,48,106,35,79,44.3,10,18,55.6,26,30,86.7,11,28,39,23,12,4,4,18,11,
LAC,LAC vs. NYK,12/31/2014,W,48,99,36,82,43.9,15,34,44.1,12,20,60.0,5,45,50,28,10,6,3,13,21,
SAS,SAS vs. NOP,12/31/2014,W,53,95,39,89,43.8,6,24,25.0,11,18,61.1,8,40,48,24,14,5,7,19,2,
SAC,SAC @ BOS,12/31/2014,L,48,84,32,87,36.8,2,15,13.3,18,28,64.3,11,35,46,12,16,9,5,17,-22,
BOS,BOS vs. SAC,12/31/2014,W,48,106,44,94,46.8,5,21,23.8,13,15,86.7,9,40,49,32,11,9,7,23,22,
MIL,MIL @ CLE,12/31/2014,W,48,96,40,90,44.4,11,25,44.0,5,10,50.0,13,41,54,25,10,10,6,18,16,
NOP,NOP @ SAS,12/31/2014,L,53,93,34,89,38.2,8,28,28.6,17,20,85.0,11,41,52,15,17,8,1,20,-2,
OKC,OKC vs. PHX,12/31/2014,W,53,137,41,99,41.4,11,35,31.4,44,49,89.8,19,31,50,22,14,6,4,27,3,
MIN,MIN @ UTA,12/30/2014,L,48,94,38,82,46.3,8,17,47.1,10,14,71.4,8,26,34,26,11,7,4,23,-6,
CHI,CHI vs. BKN,12/30/2014,L,48,82,33,86,38.4,8,25,32.0,8,15,53.3,13,35,48,22,13,5,11,18,-14,
NOP,NOP vs. PHX,12/30/2014,W,48,110,42,81,51.9,8,18,44.4,18,29,62.1,13,36,49,19,12,4,2,18,4,
PHI,PHI @ GSW,12/30/2014,L,48,86,33,86,38.4,6,20,30.0,14,23,60.9,18,30,48,16,28,11,2,16,-40,
DET,DET @ ORL,12/30/2014,W,48,109,40,86,46.5,14,33,42.4,15,29,51.7,16,38,54,22,11,9,9,14,23,
PHX,PHX @ NOP,12/30/2014,L,48,106,41,86,47.7,9,21,42.9,15,19,78.9,11,27,38,17,6,7,6,21,-4,
GSW,GSW vs. PHI,12/30/2014,W,48,126,46,82,56.1,12,28,42.9,22,27,81.5,8,34,42,38,14,19,11,20,40,
MEM,MEM vs. SAS,12/30/2014,W,48,95,35,72,48.6,7,15,46.7,18,22,81.8,7,32,39,25,20,10,5,18,8,
ORL,ORL vs. DET,12/30/2014,L,48,86,38,85,44.7,4,20,20.0,6,10,60.0,7,35,42,19,16,7,3,21,-23,
CLE,CLE @ ATL,12/30/2014,L,48,101,37,84,44.0,13,31,41.9,14,21,66.7,11,31,42,23,20,10,2,24,-8,
BKN,BKN @ CHI,12/30/2014,W,48,96,36,83,43.4,6,14,42.9,18,21,85.7,10,36,46,21,11,9,5,17,14,
LAL,LAL @ DEN,12/30/2014,W,48,111,40,76,52.6,14,25,56.0,17,26,65.4,4,38,42,31,20,6,4,20,8,
SAS,SAS @ MEM,12/30/2014,L,48,87,35,78,44.9,5,22,22.7,12,17,70.6,10,27,37,17,16,9,4,18,-8,
DEN,DEN vs. LAL,12/30/2014,L,48,103,39,87,44.8,8,26,30.8,17,27,63.0,11,28,39,25,11,13,7,24,-8,
POR,POR vs. TOR,12/30/2014,W,53,102,38,95,40.0,12,36,33.3,14,18,77.8,15,36,51,21,15,5,8,17,5,
WAS,WAS @ DAL,12/30/2014,L,48,87,33,74,44.6,4,12,33.3,17,27,63.0,10,38,48,22,23,5,3,26,-27,
ATL,ATL vs. CLE,12/30/2014,W,48,109,40,79,50.6,10,29,34.5,19,26,73.1,7,37,44,23,15,13,5,19,8,
DAL,DAL vs. WAS,12/30/2014,W,48,114,43,82,52.4,8,15,53.3,20,29,69.0,3,31,34,21,7,11,5,22,27,
TOR,TOR @ POR,12/30/2014,L,53,97,40,99,40.4,4,22,18.2,13,15,86.7,13,36,49,14,10,10,2,21,-5,
UTA,UTA vs. MIN,12/30/2014,W,48,100,38,79,48.1,7,19,36.8,17,22,77.3,11,32,43,16,14,5,3,19,6,
CHI,CHI @ IND,12/29/2014,W,48,92,29,84,34.5,5,13,38.5,29,33,87.9,14,32,46,17,11,8,7,16,2,
UTA,UTA @ LAC,12/29/2014,L,48,97,38,92,41.3,8,19,42.1,13,22,59.1,18,34,52,26,13,7,3,22,-4,
LAC,LAC vs. UTA,12/29/2014,W,48,101,37,81,45.7,10,23,43.5,17,22,77.3,7,34,41,24,14,7,12,16,4,
HOU,HOU vs. WAS,12/29/2014,L,48,103,40,86,46.5,9,29,31.0,14,23,60.9,12,26,38,19,20,11,1,20,-1,
IND,IND vs. CHI,12/29/2014,L,48,90,36,83,43.4,5,13,38.5,13,21,61.9,7,37,44,18,14,5,8,25,-2,
SAC,SAC @ BKN,12/29/2014,L,48,99,37,76,48.7,9,20,45.0,16,20,80.0,11,33,44,22,21,5,3,26,-8,
MIA,MIA vs. ORL,12/29/2014,L,48,101,33,63,52.4,7,14,50.0,28,40,70.0,6,30,36,18,14,9,3,15,-1,
CHA,CHA vs. MIL,12/29/2014,L,53,94,33,90,36.7,7,25,28.0,21,26,80.8,9,39,48,20,19,13,9,20,-10,
MIL,MIL @ CHA,12/29/2014,W,53,104,40,85,47.1,6,21,28.6,18,21,85.7,2,40,42,21,20,8,10,25,10,
WAS,WAS @ HOU,12/29/2014,W,48,104,35,73,47.9,8,18,44.4,26,28,92.9,6,29,35,21,21,11,4,21,1,
ORL,ORL @ MIA,12/29/2014,W,48,102,41,77,53.2,11,25,44.0,9,13,69.2,8,26,34,21,14,9,2,25,1,
BKN,BKN vs. SAC,12/29/2014,W,48,107,36,80,45.0,8,21,38.1,27,39,69.2,14,26,40,20,9,12,3,18,8,
SAS,SAS vs. HOU,12/28/2014,W,48,110,39,83,47.0,11,30,36.7,21,24,87.5,11,27,38,22,19,12,6,28,4,
DEN,DEN vs. TOR,12/28/2014,L,48,102,37,87,42.5,4,17,23.5,24,34,70.6,15,34,49,18,10,3,2,24,-14,
NYK,NYK @ POR,12/28/2014,L,48,79,31,93,33.3,7,27,25.9,10,15,66.7,15,34,49,19,11,6,1,13,-22,
CLE,CLE vs. DET,12/28/2014,L,48,80,31,82,37.8,5,29,17.2,13,17,76.5,10,36,46,25,18,4,5,15,-23,
PHX,PHX @ LAL,12/28/2014,W,48,116,44,87,50.6,9,22,40.9,19,24,79.2,8,37,45,24,13,12,5,15,9,
DET,DET @ CLE,12/28/2014,W,48,103,41,91,45.1,17,31,54.8,4,9,44.4,14,33,47,21,11,12,6,21,23,
TOR,TOR @ DEN,12/28/2014,W,48,116,43,88,48.9,10,23,43.5,20,32,62.5,13,31,44,23,6,4,5,23,14,
HOU,HOU @ SAS,12/28/2014,L,48,106,38,77,49.4,12,33,36.4,18,31,58.1,12,30,42,20,25,15,1,24,-4,
DAL,DAL vs. OKC,12/28/2014,W,48,112,39,88,44.3,10,31,32.3,24,28,85.7,7,30,37,26,12,8,6,16,5,
POR,POR vs. NYK,12/28/2014,W,48,101,38,81,46.9,16,36,44.4,9,12,75.0,7,41,48,25,11,8,7,15,22,
LAL,LAL vs. PHX,12/28/2014,L,48,107,42,81,51.9,12,20,60.0,11,20,55.0,4,31,35,22,17,8,6,19,-9,
OKC,OKC @ DAL,12/28/2014,L,48,107,45,90,50.0,5,14,35.7,12,21,57.1,14,39,53,21,18,8,2,25,-5,
IND,IND @ BKN,12/27/2014,W,48,110,44,86,51.2,9,18,50.0,13,18,72.2,7,38,45,33,11,11,5,25,25,
UTA,UTA vs. PHI,12/27/2014,W,48,88,30,84,35.7,4,23,17.4,24,28,85.7,14,41,55,17,14,11,10,23,17,
PHI,PHI @ UTA,12/27/2014,L,48,71,24,74,32.4,5,26,19.2,18,28,64.3,10,34,44,11,18,8,5,20,-17,
MIL,MIL vs. ATL,12/27/2014,L,48,85,31,80,38.8,12,30,40.0,11,14,78.6,13,34,47,21,19,5,10,18,-5,
NYK,NYK @ SAC,12/27/2014,L,53,129,48,97,49.5,6,20,30.0,27,32,84.4,16,27,43,30,15,10,10,29,-6,
SAC,SAC vs. NYK,12/27/2014,W,53,135,49,89,55.1,8,16,50.0,29,33,87.9,10,29,39,23,17,9,7,27,6,
LAC,LAC vs. TOR,12/27/2014,L,48,98,37,81,45.7,12,25,48.0,12,15,80.0,9,34,43,26,15,4,7,19,-12,
MIA,MIA vs. MEM,12/27/2014,L,48,95,37,72,51.4,6,20,30.0,15,21,71.4,7,26,33,18,16,10,4,26,-8,
BKN,BKN vs. IND,12/27/2014,L,48,85,28,77,36.4,7,25,28.0,22,27,81.5,5,30,35,15,16,2,4,20,-25,
TOR,TOR @ LAC,12/27/2014,W,48,110,41,86,47.7,13,34,38.2,15,19,78.9,12,31,43,25,10,7,1,17,12,
CHA,CHA vs. ORL,12/27/2014,L,48,94,36,86,41.9,8,24,33.3,14,18,77.8,9,32,41,18,10,2,8,19,-8,
ATL,ATL @ MIL,12/27/2014,W,48,90,33,90,36.7,9,29,31.0,15,19,78.9,17,34,51,25,15,9,4,17,5,
BOS,BOS @ WAS,12/27/2014,L,48,88,32,79,40.5,6,24,25.0,18,24,75.0,8,28,36,17,18,10,2,15,-13,
ORL,ORL @ CHA,12/27/2014,W,48,102,38,83,45.8,8,20,40.0,18,24,75.0,5,35,40,22,6,6,4,18,8,
MEM,MEM @ MIA,12/27/2014,W,48,103,34,73,46.6,7,16,43.8,28,37,75.7,9,23,32,22,14,10,5,22,8,
GSW,GSW vs. MIN,12/27/2014,W,48,110,41,88,46.6,11,28,39.3,17,21,81.0,9,34,43,32,16,17,6,21,13,
WAS,WAS vs. BOS,12/27/2014,W,48,101,45,90,50.0,5,13,38.5,6,10,60.0,9,39,48,28,18,11,4,24,13,
NOP,NOP @ CHI,12/27/2014,L,48,100,41,88,46.6,4,14,28.6,14,16,87.5,10,27,37,18,15,9,8,19,-7,
MIN,MIN @ GSW,12/27/2014,L,48,97,34,77,44.2,8,19,42.1,21,36,58.3,13,34,47,29,25,10,5,18,-13,
CHI,CHI vs. NOP,12/27/2014,W,48,107,41,89,46.1,6,20,30.0,19,22,86.4,15,30,45,19,14,8,6,17,7,
PHX,PHX @ SAC,12/26/2014,W,48,115,46,94,48.9,14,33,42.4,9,12,75.0,16,30,46,25,14,6,11,17,9,
MIN,MIN @ DEN,12/26/2014,L,48,102,41,103,39.8,3,15,20.0,17,24,70.8,14,30,44,29,8,5,9,24,-4,
MEM,MEM vs. HOU,12/26/2014,L,53,111,43,104,41.3,7,24,29.2,18,23,78.3,15,29,44,31,6,8,4,23,-6,
PHI,PHI @ POR,12/26/2014,L,48,93,36,81,44.4,3,14,21.4,18,33,54.5,9,33,42,16,18,13,7,14,-21,
SAC,SAC vs. PHX,12/26/2014,L,48,106,41,93,44.1,7,20,35.0,17,24,70.8,18,30,48,18,13,8,2,15,-9,
NOP,NOP vs. SAS,12/26/2014,W,48,97,35,84,41.7,6,17,35.3,21,24,87.5,7,37,44,25,8,8,7,15,7,
IND,IND @ DET,12/26/2014,L,48,109,42,83,50.6,9,20,45.0,16,22,72.7,11,33,44,25,18,3,4,22,-10,
POR,POR vs. PHI,12/26/2014,W,48,114,42,88,47.7,18,43,41.9,12,14,85.7,9,39,48,25,21,10,8,22,21,
OKC,OKC vs. CHA,12/26/2014,W,48,98,36,88,40.9,8,27,29.6,18,21,85.7,13,44,57,18,11,6,10,25,23,
DET,DET vs. IND,12/26/2014,W,48,119,47,86,54.7,10,26,38.5,15,29,51.7,12,30,42,25,11,11,6,22,10,
CHA,CHA @ OKC,12/26/2014,L,48,75,25,87,28.7,5,24,20.8,20,26,76.9,15,37,52,12,16,8,2,20,-23,
DEN,DEN vs. MIN,12/26/2014,W,48,106,39,95,41.1,3,19,15.8,25,32,78.1,22,40,62,18,18,1,6,23,4,
HOU,HOU @ MEM,12/26/2014,W,53,117,41,91,45.1,14,34,41.2,21,28,75.0,13,41,54,25,14,2,7,23,6,
MIL,MIL @ ATL,12/26/2014,W,48,107,40,79,50.6,8,19,42.1,19,23,82.6,6,34,40,28,15,15,6,19,30,
ORL,ORL vs. CLE,12/26/2014,L,48,89,36,73,49.3,9,21,42.9,8,12,66.7,5,31,36,25,17,8,4,25,-9,
SAS,SAS @ NOP,12/26/2014,L,48,90,37,75,49.3,6,14,42.9,10,14,71.4,1,38,39,25,17,2,4,17,-7,
BKN,BKN @ BOS,12/26/2014,W,48,109,41,83,49.4,7,21,33.3,20,28,71.4,13,30,43,19,15,9,3,10,2,
ATL,ATL vs. MIL,12/26/2014,L,48,77,31,76,40.8,4,23,17.4,11,14,78.6,8,30,38,20,23,8,4,19,-30,
LAL,LAL @ DAL,12/26/2014,L,48,98,36,99,36.4,11,29,37.9,15,20,75.0,24,39,63,20,16,8,6,23,-4,
BOS,BOS vs. BKN,12/26/2014,L,48,107,45,87,51.7,9,24,37.5,8,11,72.7,5,32,37,32,14,8,3,23,-2,
DAL,DAL vs. LAL,12/26/2014,W,48,102,42,83,50.6,5,18,27.8,13,24,54.2,6,34,40,20,13,9,6,21,4,
CLE,CLE @ ORL,12/26/2014,W,48,98,33,80,41.3,8,30,26.7,24,26,92.3,8,29,37,19,9,10,5,14,9,
SAS,SAS vs. OKC,12/25/2014,L,48,106,42,81,51.9,7,23,30.4,15,21,71.4,10,28,38,33,17,8,5,26,-8,
WAS,WAS @ NYK,12/25/2014,W,48,102,44,86,51.2,7,16,43.8,7,10,70.0,13,32,45,25,10,4,3,20,11,
MIA,MIA vs. CLE,12/25/2014,W,48,101,40,84,47.6,7,21,33.3,14,17,82.4,12,31,43,27,13,8,3,26,10,
LAL,LAL @ CHI,12/25/2014,L,48,93,36,92,39.1,5,16,31.3,16,21,76.2,16,23,39,18,4,9,8,21,-20,
LAC,LAC vs. GSW,12/25/2014,W,48,100,34,87,39.1,9,32,28.1,23,31,74.2,11,39,50,18,13,10,4,20,14,
OKC,OKC @ SAS,12/25/2014,W,48,114,42,81,51.9,9,15,60.0,21,38,55.3,16,31,47,25,14,9,6,20,8,
CHI,CHI vs. LAL,12/25/2014,W,48,113,42,86,48.8,10,24,41.7,19,25,76.0,20,37,57,27,14,1,7,12,20,
NYK,NYK vs. WAS,12/25/2014,L,48,91,36,80,45.0,4,22,18.2,15,19,78.9,6,30,36,17,10,5,4,15,-11,
CLE,CLE @ MIA,12/25/2014,L,48,91,32,72,44.4,6,26,23.1,21,33,63.6,11,26,37,16,15,8,4,15,-10,
GSW,GSW @ LAC,12/25/2014,L,48,86,34,80,42.5,6,28,21.4,12,22,54.5,8,36,44,24,16,11,4,21,-14,
IND,IND vs. NOP,12/23/2014,W,48,96,39,78,50.0,5,15,33.3,13,18,72.2,3,35,38,24,9,9,12,19,12,
MIN,MIN @ CLE,12/23/2014,L,48,104,39,88,44.3,4,13,30.8,22,29,75.9,16,24,40,25,18,13,9,23,-21,
LAC,LAC @ ATL,12/23/2014,L,48,104,37,92,40.2,11,29,37.9,19,28,67.9,16,35,51,26,10,10,5,23,-3,
BOS,BOS @ ORL,12/23/2014,L,48,95,33,85,38.8,7,23,30.4,22,29,75.9,9,36,45,22,12,10,4,21,-5,
OKC,OKC vs. POR,12/23/2014,L,53,111,46,101,45.5,6,19,31.6,13,15,86.7,13,40,53,20,11,8,5,28,-4,
CHI,CHI @ WAS,12/23/2014,W,48,99,39,85,45.9,5,17,29.4,16,24,66.7,8,44,52,20,12,5,7,14,8,
PHX,PHX vs. DAL,12/23/2014,W,48,124,44,97,45.4,13,33,39.4,23,32,71.9,14,30,44,30,12,12,3,26,9,
ORL,ORL vs. BOS,12/23/2014,W,48,100,39,83,47.0,7,18,38.9,15,23,65.2,7,38,45,23,14,7,4,21,5,
DEN,DEN @ BKN,12/23/2014,L,48,96,36,82,43.9,7,25,28.0,17,22,77.3,14,37,51,15,18,4,4,15,-6,
MIA,MIA vs. PHI,12/23/2014,L,48,87,33,80,41.3,8,26,30.8,13,18,72.2,14,25,39,13,22,10,6,19,-4,
GSW,GSW @ LAL,12/23/2014,L,48,105,39,84,46.4,12,26,46.2,15,17,88.2,11,28,39,20,20,8,2,18,-10,
PHI,PHI @ MIA,12/23/2014,W,48,91,33,77,42.9,5,19,26.3,20,27,74.1,14,28,42,11,17,13,11,20,4,
CLE,CLE vs. MIN,12/23/2014,W,48,125,44,84,52.4,12,24,50.0,25,31,80.6,12,26,38,24,17,11,6,23,21,
WAS,WAS vs. CHI,12/23/2014,L,48,91,38,89,42.7,5,9,55.6,10,16,62.5,7,34,41,21,8,7,5,17,-8,
CHA,CHA @ MIL,12/23/2014,W,48,108,36,82,43.9,8,21,38.1,28,36,77.8,11,32,43,21,13,6,5,21,7,
ATL,ATL vs. LAC,12/23/2014,W,48,107,34,76,44.7,12,23,52.2,27,35,77.1,9,34,43,28,14,6,3,21,3,
POR,POR @ OKC,12/23/2014,W,53,115,38,91,41.8,17,31,54.8,22,24,91.7,9,37,46,22,14,6,2,20,4,
NOP,NOP @ IND,12/23/2014,L,48,84,33,83,39.8,4,20,20.0,14,19,73.7,9,37,46,15,16,4,2,18,-12,
DAL,DAL @ PHX,12/23/2014,L,48,115,41,88,46.6,9,25,36.0,24,29,82.8,14,35,49,22,20,4,1,27,-9,
MIL,MIL vs. CHA,12/23/2014,L,48,101,39,82,47.6,8,21,38.1,15,20,75.0,9,31,40,25,20,7,6,25,-7,
BKN,BKN vs. DEN,12/23/2014,W,48,102,43,91,47.3,6,23,26.1,10,14,71.4,12,27,39,21,9,10,3,19,6,
LAL,LAL vs. GSW,12/23/2014,W,48,115,46,89,51.7,12,26,46.2,11,17,64.7,13,29,42,28,16,11,10,15,10,
MEM,MEM vs. UTA,12/22/2014,L,48,91,38,86,44.2,7,23,30.4,8,9,88.9,5,29,34,22,4,4,3,18,-6,
ATL,ATL @ DAL,12/22/2014,W,48,105,40,81,49.4,7,19,36.8,18,27,66.7,6,37,43,26,17,6,6,21,3,
SAS,SAS vs. LAC,12/22/2014,W,48,125,49,77,63.6,13,23,56.5,14,22,63.6,2,31,33,37,11,6,2,19,7,
GSW,GSW vs. SAC,12/22/2014,W,48,128,49,91,53.8,9,25,36.0,21,24,87.5,10,35,45,36,12,9,6,19,20,
UTA,UTA @ MEM,12/22/2014,W,48,97,34,75,45.3,9,19,47.4,20,27,74.1,10,39,49,20,12,0,5,15,6,
POR,POR @ HOU,12/22/2014,L,48,95,34,76,44.7,10,27,37.0,17,18,94.4,5,30,35,19,23,9,5,23,-15,
TOR,TOR @ CHI,12/22/2014,L,48,120,44,100,44.0,9,30,30.0,23,32,71.9,18,19,37,15,8,10,3,30,-9,
DAL,DAL vs. ATL,12/22/2014,L,48,102,39,90,43.3,11,28,39.3,13,20,65.0,13,34,47,23,15,12,5,23,-3,
SAC,SAC @ GSW,12/22/2014,L,48,108,43,90,47.8,8,17,47.1,14,21,66.7,9,30,39,31,13,5,5,17,-20,
CHI,CHI vs. TOR,12/22/2014,W,48,129,40,74,54.1,6,12,50.0,43,47,91.5,12,29,41,20,16,4,13,20,9,
CHA,CHA vs. DEN,12/22/2014,W,48,110,43,80,53.8,8,19,42.1,16,24,66.7,6,38,44,23,12,6,6,21,28,
HOU,HOU vs. POR,12/22/2014,W,48,110,41,87,47.1,13,36,36.1,15,20,75.0,7,35,42,22,18,14,3,22,15,
LAC,LAC @ SAS,12/22/2014,L,48,118,43,86,50.0,10,24,41.7,22,29,75.9,11,25,36,23,10,10,5,22,-7,
DEN,DEN @ CHA,12/22/2014,L,48,82,31,82,37.8,2,18,11.1,18,24,75.0,9,28,37,11,13,6,4,20,-28,
PHI,PHI @ ORL,12/21/2014,W,48,96,35,82,42.7,6,23,26.1,20,25,80.0,15,37,52,20,19,8,6,19,8,
DET,DET @ BKN,12/21/2014,L,48,105,40,91,44.0,9,27,33.3,16,26,61.5,18,32,50,26,14,10,6,22,-5,
MEM,MEM @ CLE,12/21/2014,L,48,91,39,86,45.3,1,16,6.3,12,15,80.0,12,26,38,25,11,8,3,16,-14,
CLE,CLE vs. MEM,12/21/2014,W,48,105,46,76,60.5,7,14,50.0,6,10,60.0,4,29,33,34,14,2,4,19,14,
BKN,BKN vs. DET,12/21/2014,W,48,110,40,76,52.6,8,20,40.0,22,29,75.9,3,34,37,29,15,9,4,18,5,
PHX,PHX @ WAS,12/21/2014,W,48,104,40,78,51.3,6,17,35.3,18,25,72.0,12,33,45,13,17,3,8,24,12,
MIN,MIN vs. IND,12/21/2014,L,48,96,36,77,46.8,5,11,45.5,19,24,79.2,9,34,43,23,16,8,1,19,-4,
